コード,市区町村名,人数,獲得比率,距離
28207,伊丹市,197,0.000,376.0
06202,米沢市,197,0.000,288.7
38205,新居浜市,195,0.000,586.9
29209,生駒市,193,0.000,350.3
25213,東近江市,192,0.000,293.7
07212,南相馬市,191,0.000,287.9
01206,釧路市,191,0.000,965.8
14364,足柄上郡山北町,191,0.002,44.6
32201,松江市,190,0.000,583.1
22132,浜松市東区,189,0.000,167.8
23111,名古屋市港区,188,0.000,243.0
12223,鴨川市,185,0.001,55.6
19208,南アルプス市,185,0.000,109.6
27120,大阪市住吉区,184,0.000,371.2
11349,比企郡ときがわ町,184,0.002,79.6
27213,泉佐野市,182,0.000,393.9
27103,大阪市福島区,182,0.000,371.6
24203,伊勢市,182,0.000,267.5
27118,大阪市城東区,181,0.000,365.3
22221,湖西市,178,0.000,190.0
03201,盛岡市,178,0.000,517.4
28203,明石市,176,0.000,420.6
27123,大阪市淀川区,176,0.000,371.1
27117,大阪市旭区,174,0.000,365.1
22301,賀茂郡東伊豆町,174,0.001,68.4
08211,常総市,174,0.000,94.2
09211,矢板市,173,0.000,172.7
47208,浦添市,173,0.000,1507.9
07203,郡山市,171,0.000,247.8
46210,指宿市,171,0.000,942.8
23206,春日井市,170,0.000,224.5
23441,知多郡阿久比町,170,0.001,237.6
01101,札幌市中央区,169,0.000,874.0
38201,松山市,167,0.000,633.7
25210,野洲市,166,0.000,315.2
08232,神栖市,166,0.000,127.0
11363,秩父郡長瀞町,165,0.002,95.7
12237,山武市,164,0.000,90.7
40105,北九州市戸畑区,164,0.000,807.3
28102,神戸市灘区,162,0.000,393.7
24205,桑名市,162,0.000,257.9
42202,佐世保市,162,0.000,926.6
23220,稲沢市,161,0.000,247.4
23202,岡崎市,161,0.000,206.8
28109,神戸市北区,159,0.000,396.2
11216,羽生市,157,0.000,96.0
10344,北群馬郡榛東村,155,0.001,134.5
01103,札幌市東区,155,0.000,883.4
12229,袖ケ浦市,153,0.000,50.5
33623,勝田郡奈義町,151,0.003,482.1
01105,札幌市豊平区,151,0.000,869.7
47211,沖縄市,150,0.000,1493.1
34105,広島市安佐南区,149,0.000,652.7
28108,神戸市垂水区,148,0.000,409.7
22344,駿東郡小山町,146,0.001,47.8
23231,田原市,146,0.000,216.9
23102,名古屋市東区,145,0.000,232.9
01107,札幌市西区,145,0.000,875.2
27204,池田市,144,0.000,372.2
28228,加東市,141,0.000,408.7
23237,あま市,140,0.000,245.0
22341,駿東郡清水町,140,0.000,58.5
22135,浜松市北区,140,0.000,173.3
47215,南城市,140,0.000,1510.3
27111,大阪市浪速区,139,0.000,370.7
23101,名古屋市千種区,138,0.000,230.3
10521,邑楽郡板倉町,138,0.001,102.9
43105,熊本市北区,137,0.000,853.3
13421,小笠原村,137,0.005,952.1
41201,佐賀市,137,0.000,873.5
28201,姫路市,137,0.000,440.3
35203,山口市,135,0.000,727.7
01202,函館市,134,0.000,738.9
12232,白井市,133,0.000,75.7
34101,広島市中区,132,0.000,650.0
27128,大阪市中央区,132,0.000,368.5
07209,相馬市,132,0.000,301.8
47201,那覇市,131,0.000,1512.2
33102,岡山市中区,131,0.000,508.5
22216,袋井市,131,0.000,154.2
04104,仙台市太白区,131,0.000,343.9
04103,仙台市若林区,129,0.000,348.4
22306,賀茂郡西伊豆町,128,0.002,81.1
10203,桐生市,128,0.000,128.0
34207,福山市,127,0.000,566.2
27226,藤井寺市,127,0.000,363.3
22133,浜松市西区,127,0.000,181.2
13308,西多摩郡奥多摩町,127,0.002,67.7
26214,木津川市,127,0.000,336.4
27220,箕面市,126,0.000,367.4
23217,江南市,126,0.000,237.5
16211,射水市,125,0.000,267.1
11465,北葛飾郡松伏町,120,0.000,75.9
26109,京都市伏見区,119,0.000,342.3
02424,下北郡東通村,118,0.001,681.7
40132,福岡市博多区,117,0.000,850.6
42205,大村市,116,0.000,914.6
23213,西尾市,116,0.000,228.3
06366,最上郡鮭川村,116,0.003,395.3
08564,北相馬郡利根町,115,0.001,87.4
43101,熊本市中央区,114,0.000,853.9
37201,高松市,114,0.000,510.1
15105,新潟市秋葉区,114,0.000,276.6
23223,大府市,113,0.000,231.7
22325,田方郡函南町,112,0.000,48.7
20220,安曇野市,112,0.000,186.9
01109,札幌市手稲区,112,0.000,881.0
01346,二海郡八雲町,112,0.000,769.5
46201,鹿児島市,111,0.000,934.5
40109,北九州市八幡西区,111,0.000,815.9
11408,大里郡寄居町,111,0.000,94.3
24561,南牟婁郡御浜町,110,0.001,359.0
18201,福井市,110,0.000,311.9
08228,坂東市,110,0.000,91.1
26104,京都市中京区,109,0.000,341.6
23224,知多市,109,0.000,241.1
19214,中央市,108,0.000,91.7
27217,松原市,108,0.000,368.1
40131,福岡市東区,107,0.000,847.7
40137,福岡市早良区,106,0.000,862.4
24201,津市,106,0.000,294.3
22209,島田市,106,0.000,133.5
01104,札幌市白石区,106,0.000,877.4
27113,大阪市西淀川区,106,0.000,374.2
40202,大牟田市,105,0.000,866.5
09364,下都賀郡野木町,105,0.000,105.0
01204,旭川市,105,0.000,969.7
12322,印旛郡酒々井町,104,0.000,85.1
27222,羽曳野市,103,0.000,365.6
27221,柏原市,103,0.000,359.2
23238,長久手市,103,0.000,220.8
20215,塩尻市,102,0.000,166.9
42201,長崎市,102,0.000,929.1
09343,芳賀郡茂木町,101,0.001,147.9
02208,むつ市,101,0.000,678.8
22211,磐田市,100,0.000,160.5
10212,みどり市,100,0.000,133.0
