コード,市区町村名,人数,獲得比率,距離
11301,北足立郡伊奈町,2867,0.007,61.7
23102,名古屋市東区,2863,0.003,248.4
27126,大阪市平野区,2862,0.001,383.7
24207,鈴鹿市,2844,0.001,286.7
21213,各務原市,2841,0.002,249.9
12213,東金市,2781,0.005,66.3
11206,行田市,2759,0.003,79.5
10207,館林市,2756,0.004,89.9
12223,鴨川市,2749,0.008,51.5
40132,福岡市博多区,2746,0.001,867.5
23106,名古屋市中区,2740,0.003,250.3
11242,日高市,2706,0.005,57.7
23219,小牧市,2704,0.002,245.1
26111,京都市西京区,2702,0.002,364.1
01108,札幌市厚別区,2695,0.002,860.4
09216,下野市,2692,0.005,109.9
27202,岸和田市,2651,0.001,401.7
34105,広島市安佐南区,2616,0.001,668.7
39201,高知市,2608,0.001,596.9
28210,加古川市,2601,0.001,440.2
09209,真岡市,2585,0.003,113.5
27212,八尾市,2584,0.001,378.2
40137,福岡市早良区,2580,0.001,879.4
11324,入間郡三芳町,2571,0.006,44.9
08216,笠間市,2568,0.003,115.4
11464,北葛飾郡杉戸町,2561,0.006,66.0
23222,東海市,2547,0.002,253.3
12226,富津市,2535,0.006,32.1
28207,伊丹市,2523,0.001,392.4
23111,名古屋市港区,2518,0.002,258.9
12233,富里市,2512,0.005,69.4
28111,神戸市西区,2472,0.001,430.2
12237,山武市,2465,0.005,72.3
15205,柏崎市,2464,0.002,231.7
12239,大網白里市,2461,0.005,62.2
26110,京都市山科区,2458,0.002,351.1
23205,半田市,2428,0.002,255.2
12202,銚子市,2409,0.004,106.4
06203,鶴岡市,2393,0.002,348.1
11343,比企郡小川町,2391,0.006,75.8
23112,名古屋市南区,2382,0.002,250.2
12205,館山市,2373,0.005,55.3
21216,瑞穂市,2365,0.004,269.6
01110,札幌市清田区,2364,0.002,849.4
20214,茅野市,2361,0.004,140.4
27123,大阪市淀川区,2360,0.001,387.8
40218,春日市,2360,0.002,868.5
22325,田方郡函南町,2352,0.006,68.4
25203,長浜市,2330,0.002,309.8
27127,大阪市北区,2317,0.002,386.3
28101,神戸市東灘区,2306,0.001,406.0
40219,大野城市,2300,0.002,866.7
12236,香取市,2291,0.003,93.9
