コード,市区町村名,人数,獲得比率,距離
14210,三浦市,2347459,0.629,3.8
14201,横須賀市,405167,0.042,14.4
13111,大田区,35851,0.005,48.0
14108,横浜市金沢区,34706,0.016,23.3
14111,横浜市港南区,33283,0.010,28.1
14205,藤沢市,28576,0.006,28.6
14105,横浜市南区,23954,0.011,31.7
14107,横浜市磯子区,22964,0.013,27.7
14110,横浜市戸塚区,21788,0.007,30.1
13112,世田谷区,21559,0.002,55.0
14213,大和市,21238,0.007,39.7
14112,横浜市旭区,20851,0.008,38.0
13109,品川区,19071,0.004,53.3
14109,横浜市港北区,18538,0.005,42.7
13209,町田市,17672,0.004,49.5
14101,横浜市鶴見区,17625,0.006,41.1
14203,平塚市,17117,0.005,36.5
14106,横浜市保土ケ谷区,16649,0.008,36.0
14102,横浜市神奈川区,15261,0.006,38.1
13120,練馬区,14694,0.002,67.1
14208,逗子市,14360,0.019,17.7
13115,杉並区,13658,0.002,61.9
13123,江戸川区,13547,0.002,65.8
14204,鎌倉市,13420,0.007,22.3
14131,川崎市川崎区,13238,0.006,42.7
14115,横浜市栄区,13077,0.010,24.7
14153,相模原市南区,13053,0.004,47.0
14116,横浜市泉区,12702,0.008,32.6
14207,茅ヶ崎市,12694,0.005,30.3
13121,足立区,12586,0.002,72.4
13201,八王子市,12019,0.002,66.0
13108,江東区,11569,0.002,59.2
14134,川崎市高津区,11074,0.004,49.8
14135,川崎市多摩区,10721,0.004,53.4
14117,横浜市青葉区,10383,0.003,47.4
11203,川口市,10344,0.002,77.5
14104,横浜市中区,10339,0.006,31.6
14152,相模原市中央区,10085,0.004,52.0
14118,横浜市都筑区,9838,0.005,44.6
14132,川崎市幸区,9765,0.005,45.0
13119,板橋区,9748,0.002,69.9
14133,川崎市中原区,9316,0.004,48.3
13122,葛飾区,9154,0.002,71.1
14136,川崎市宮前区,8914,0.004,49.5
14113,横浜市緑区,8846,0.004,42.6
14206,小田原市,7230,0.004,47.3
14301,三浦郡葉山町,7000,0.018,14.6
14212,厚木市,6982,0.003,44.5
13114,中野区,6782,0.002,62.9
12207,松戸市,6721,0.001,78.5
14151,相模原市緑区,6610,0.004,59.4
13224,多摩市,6586,0.004,56.7
12203,市川市,6431,0.001,69.4
14114,横浜市瀬谷区,6398,0.005,38.4
13117,北区,6352,0.002,70.0
12204,船橋市,6318,0.001,74.6
14103,横浜市西区,6161,0.006,35.0
13103,港区,5941,0.002,57.8
14137,川崎市麻生区,5757,0.003,51.6
11222,越谷市,5648,0.002,86.5
13118,荒川区,5498,0.002,68.0
13110,目黒区,5443,0.002,55.0
13116,豊島区,5415,0.002,65.7
13102,中央区,5036,0.002,61.1
13208,調布市,4727,0.002,58.0
14216,座間市,4713,0.003,43.3
11201,川越市,4685,0.001,85.2
11208,所沢市,4518,0.001,75.0
13107,墨田区,4420,0.002,66.2
13213,東村山市,4400,0.003,69.9
14211,秦野市,4388,0.003,47.9
12217,柏市,4338,0.001,86.3
13113,渋谷区,4335,0.002,58.7
13206,府中市,4324,0.002,60.3
11225,入間市,4324,0.003,78.6
14215,海老名市,4291,0.003,39.1
13105,文京区,4221,0.002,64.9
14321,高座郡寒川町,4210,0.008,33.5
11219,上尾市,4060,0.002,91.9
13104,新宿区,3984,0.001,62.8
13229,西東京市,3784,0.002,66.4
13202,立川市,3616,0.002,66.3
10202,高崎市,3597,0.001,144.4
13106,台東区,3584,0.002,65.2
11221,草加市,3565,0.001,79.2
13204,三鷹市,3535,0.002,60.4
13212,日野市,3495,0.002,61.5
30421,東牟婁郡那智勝浦町,3466,0.006,382.6
14218,綾瀬市,3379,0.004,37.2
12212,佐倉市,3359,0.002,83.7
11108,さいたま市南区,3307,0.001,78.5
13211,小平市,3245,0.002,66.4
08211,常総市,3007,0.005,106.9
14214,伊勢原市,2993,0.003,41.6
09201,宇都宮市,2886,0.001,163.6
13207,昭島市,2865,0.002,67.2
11235,富士見市,2855,0.002,79.8
13225,稲城市,2820,0.003,55.4
12234,南房総市,2809,0.007,33.9
11202,熊谷市,2808,0.001,115.7
10201,前橋市,2806,0.001,151.0
13205,青梅市,2726,0.002,81.0
13203,武蔵野市,2622,0.002,63.2
11104,さいたま市見沼区,2556,0.001,87.6
12101,千葉市中央区,2486,0.001,68.2
11107,さいたま市浦和区,2456,0.001,81.5
12220,流山市,2428,0.001,85.7
13214,国分寺市,2385,0.002,64.3
11106,さいたま市桜区,2322,0.002,79.9
13219,狛江市,2312,0.003,54.9
08217,取手市,2287,0.002,94.7
13215,国立市,2273,0.002,62.8
11215,狭山市,2267,0.002,82.0
11227,朝霞市,2210,0.001,74.0
22203,沼津市,2200,0.001,68.3
12206,木更津市,2196,0.002,41.1
22101,静岡市葵区,2108,0.001,126.4
08208,龍ケ崎市,2065,0.002,103.8
12205,館山市,2060,0.004,29.1
12227,浦安市,2026,0.001,61.7
12219,市原市,2024,0.001,55.0
11230,新座市,1992,0.001,72.2
12216,習志野市,1988,0.001,70.6
12104,千葉市若葉区,1960,0.001,74.2
13222,東久留米市,1951,0.002,68.6
11214,春日部市,1913,0.001,95.2
10205,太田市,1890,0.001,132.0
12102,千葉市花見川区,1845,0.001,73.5
11237,三郷市,1823,0.001,79.2
12106,千葉市美浜区,1812,0.001,67.7
08220,つくば市,1788,0.001,113.4
12224,鎌ケ谷市,1765,0.002,77.8
08224,守谷市,1763,0.003,94.8
12208,野田市,1730,0.001,98.5
20217,佐久市,1706,0.002,158.3
11245,ふじみ野市,1705,0.002,81.2
11231,桶川市,1700,0.002,95.8
13228,あきる野市,1692,0.002,75.4
11109,さいたま市緑区,1645,0.001,83.3
27119,大阪市阿倍野区,1614,0.001,379.1
10206,沼田市,1595,0.003,174.5
12225,君津市,1540,0.002,39.3
13210,小金井市,1536,0.001,63.0
13220,東大和市,1495,0.002,69.8
13227,羽村市,1443,0.001,74.5
14341,中郡大磯町,1438,0.004,35.6
10203,桐生市,1402,0.001,148.2
08204,古河市,1351,0.001,116.5
34202,呉市,1348,0.001,645.8
11212,東松山市,1345,0.002,102.2
14401,愛甲郡愛川町,1339,0.003,51.8
16201,富山市,1275,0.000,265.8
07201,福島市,1223,0.000,303.8
11105,さいたま市中央区,1217,0.001,81.9
13303,西多摩郡瑞穂町,1216,0.004,73.9
11211,本庄市,1210,0.002,125.5
11223,蕨市,1198,0.002,76.1
11102,さいたま市北区,1197,0.001,88.8
14342,中郡二宮町,1177,0.004,38.4
12221,八千代市,1174,0.001,79.3
12210,茂原市,1173,0.001,69.6
12222,我孫子市,1171,0.001,90.2
11224,戸田市,1169,0.001,75.0
11239,坂戸市,1152,0.001,93.2
35201,下関市,1144,0.000,797.1
11232,久喜市,1139,0.001,105.1
12103,千葉市稲毛区,1133,0.001,71.6
10204,伊勢崎市,1123,0.001,136.9
22214,藤枝市,1115,0.000,128.4
11229,和光市,1102,0.001,72.0
11241,鶴ヶ島市,1099,0.002,90.7
11464,北葛飾郡杉戸町,1084,0.002,99.6
22103,静岡市清水区,1071,0.000,103.3
09203,栃木市,1068,0.001,134.3
19213,甲州市,1051,0.003,100.6
20201,長野市,1048,0.000,214.5
07204,いわき市,1022,0.000,241.8
10208,渋川市,1015,0.001,162.6
22136,浜松市浜北区,1012,0.001,169.9
21220,下呂市,1010,0.003,229.9
14217,南足柄市,1001,0.002,53.5
22212,焼津市,993,0.001,124.5
13223,武蔵村山市,980,0.001,71.3
12237,山武市,971,0.002,89.3
08228,坂東市,956,0.002,105.2
12218,勝浦市,938,0.003,58.5
22220,裾野市,916,0.002,71.5
19211,笛吹市,906,0.001,99.7
10211,安中市,903,0.002,153.4
11103,さいたま市大宮区,901,0.001,85.0
12211,成田市,894,0.001,100.0
22102,静岡市駿河区,891,0.000,115.7
46201,鹿児島市,883,0.000,938.2
20219,東御市,881,0.001,177.7
11242,日高市,879,0.002,87.9
12228,四街道市,879,0.001,77.3
11209,飯能市,876,0.001,92.0
08203,土浦市,873,0.001,118.4
12105,千葉市緑区,852,0.001,72.6
11233,北本市,844,0.001,98.7
07208,喜多方市,841,0.002,287.1
11234,八潮市,840,0.001,78.3
